Date,Close
6/26/1992,0.335938
6/29/1992,0.359375
6/30/1992,0.347656
7/1/1992,0.355469
7/2/1992,0.355469
7/6/1992,0.355469
7/7/1992,0.355469
7/8/1992,0.347656
7/9/1992,0.359375
7/10/1992,0.363281
7/13/1992,0.371094
7/14/1992,0.371094
7/15/1992,0.382813
7/16/1992,0.408203
7/17/1992,0.429688
7/20/1992,0.433594
7/21/1992,0.4375
7/22/1992,0.433594
7/23/1992,0.441406
7/24/1992,0.445313
7/27/1992,0.455078
7/28/1992,0.4375
7/29/1992,0.416016
7/30/1992,0.414063
7/31/1992,0.416016
8/3/1992,0.419922
8/4/1992,0.427734
8/5/1992,0.410156
8/6/1992,0.410156
8/7/1992,0.425781
8/10/1992,0.425781
8/11/1992,0.429688
8/12/1992,0.410156
8/13/1992,0.410156
8/14/1992,0.386719
8/17/1992,0.394531
8/18/1992,0.390625
8/19/1992,0.390625
8/20/1992,0.386719
8/21/1992,0.378906
8/24/1992,0.382813
8/25/1992,0.378906
8/26/1992,0.375
8/27/1992,0.382813
8/28/1992,0.390625
8/31/1992,0.388672
9/1/1992,0.394531
9/2/1992,0.431641
9/3/1992,0.445313
9/4/1992,0.449219
9/8/1992,0.486328
9/9/1992,0.480469
9/10/1992,0.476563
9/11/1992,0.488281
9/14/1992,0.511719
9/15/1992,0.480469
9/16/1992,0.464844
9/17/1992,0.445313
9/18/1992,0.425781
9/21/1992,0.460938
9/22/1992,0.480469
9/23/1992,0.476563
9/24/1992,0.480469
9/25/1992,0.476563
9/28/1992,0.501953
9/29/1992,0.482422
9/30/1992,0.472656
10/1/1992,0.460938
10/2/1992,0.449219
10/5/1992,0.453125
10/6/1992,0.457031
10/7/1992,0.445313
10/8/1992,0.457031
10/9/1992,0.447266
10/12/1992,0.464844
10/13/1992,0.472656
10/14/1992,0.464844
10/15/1992,0.46875
10/16/1992,0.484375
10/19/1992,0.507813
10/20/1992,0.5
10/21/1992,0.492188
10/22/1992,0.503906
10/23/1992,0.5
10/26/1992,0.496094
10/27/1992,0.460938
10/28/1992,0.441406
10/29/1992,0.46875
10/30/1992,0.460938
11/2/1992,0.445313
11/3/1992,0.457031
11/4/1992,0.455078
11/5/1992,0.464844
11/6/1992,0.496094
11/9/1992,0.5
11/10/1992,0.488281
11/11/1992,0.496094
11/12/1992,0.480469
11/13/1992,0.5
11/16/1992,0.503906
11/17/1992,0.507813
11/18/1992,0.53125
11/19/1992,0.5625
11/20/1992,0.556641
11/23/1992,0.558594
11/24/1992,0.5625
11/25/1992,0.576172
11/27/1992,0.572266
11/30/1992,0.589844
12/1/1992,0.578125
12/2/1992,0.558594
12/3/1992,0.550781
12/4/1992,0.550781
12/7/1992,0.537109
12/8/1992,0.535156
12/9/1992,0.527344
12/10/1992,0.546875
12/11/1992,0.542969
12/14/1992,0.535156
12/15/1992,0.550781
12/16/1992,0.5625
12/17/1992,0.578125
12/18/1992,0.574219
12/21/1992,0.582031
12/22/1992,0.570313
12/23/1992,0.554688
12/24/1992,0.546875
12/28/1992,0.544922
12/29/1992,0.5625
12/30/1992,0.5625
12/31/1992,0.578125
1/4/1993,0.582031
1/5/1993,0.59375
1/6/1993,0.601563
1/7/1993,0.617188
1/8/1993,0.609375
1/11/1993,0.601563
1/12/1993,0.595703
1/13/1993,0.59375
1/14/1993,0.640625
1/15/1993,0.628906
1/18/1993,0.636719
1/19/1993,0.621094
1/20/1993,0.607422
1/21/1993,0.59375
1/22/1993,0.605469
1/25/1993,0.613281
1/26/1993,0.613281
1/27/1993,0.597656
1/28/1993,0.589844
1/29/1993,0.601563
2/1/1993,0.589844
2/2/1993,0.601563
2/3/1993,0.601563
2/4/1993,0.625
2/5/1993,0.601563
2/8/1993,0.591797
2/9/1993,0.570313
2/10/1993,0.554688
2/11/1993,0.558594
2/12/1993,0.556641
2/16/1993,0.542969
2/17/1993,0.529297
2/18/1993,0.539063
2/19/1993,0.53125
2/22/1993,0.529297
2/23/1993,0.515625
2/24/1993,0.527344
2/25/1993,0.558594
2/26/1993,0.566406
3/1/1993,0.550781
3/2/1993,0.570313
3/3/1993,0.585938
3/4/1993,0.585938
3/5/1993,0.578125
3/8/1993,0.578125
3/9/1993,0.578125
3/10/1993,0.570313
3/11/1993,0.615234
3/12/1993,0.605469
3/15/1993,0.625
3/16/1993,0.617188
3/17/1993,0.609375
3/18/1993,0.605469
3/19/1993,0.601563
3/22/1993,0.601563
3/23/1993,0.605469
3/24/1993,0.605469
3/25/1993,0.613281
3/26/1993,0.589844
3/29/1993,0.585938
3/30/1993,0.574219
3/31/1993,0.59375
4/1/1993,0.597656
4/2/1993,0.589844
4/5/1993,0.585938
4/6/1993,0.546875
4/7/1993,0.5625
4/8/1993,0.609375
4/12/1993,0.605469
4/13/1993,0.617188
4/14/1993,0.617188
4/15/1993,0.617188
4/16/1993,0.605469
4/19/1993,0.621094
4/20/1993,0.59375
4/21/1993,0.605469
4/22/1993,0.609375
4/23/1993,0.589844
4/26/1993,0.587891
4/27/1993,0.589844
4/28/1993,0.601563
4/29/1993,0.609375
4/30/1993,0.605469
5/3/1993,0.632813
5/4/1993,0.65625
5/5/1993,0.660156
5/6/1993,0.667969
5/7/1993,0.660156
5/10/1993,0.6875
5/11/1993,0.703125
5/12/1993,0.691406
5/13/1993,0.675781
5/14/1993,0.691406
5/17/1993,0.685547
5/18/1993,0.695313
5/19/1993,0.699219
5/20/1993,0.746094
5/21/1993,0.730469
5/24/1993,0.734375
5/25/1993,0.738281
5/26/1993,0.75
5/27/1993,0.757813
5/28/1993,0.75
6/1/1993,0.734375
6/2/1993,0.734375
6/3/1993,0.751953
6/4/1993,0.742188
6/7/1993,0.761719
6/8/1993,0.722656
6/9/1993,0.730469
6/10/1993,0.738281
6/11/1993,0.765625
6/14/1993,0.757813
6/15/1993,0.742188
6/16/1993,0.753906
6/17/1993,0.757813
6/18/1993,0.722656
6/21/1993,0.705078
6/22/1993,0.726563
6/23/1993,0.71875
6/24/1993,0.742188
6/25/1993,0.757813
6/28/1993,0.765625
6/29/1993,0.75
6/30/1993,0.765625
7/1/1993,0.773438
7/2/1993,0.804688
7/6/1993,0.835938
7/7/1993,0.828125
7/8/1993,0.833984
7/9/1993,0.808594
7/12/1993,0.773438
7/13/1993,0.753906
7/14/1993,0.777344
7/15/1993,0.78125
7/16/1993,0.78125
7/19/1993,0.765625
7/20/1993,0.773438
7/21/1993,0.785156
7/22/1993,0.753906
7/23/1993,0.761719
7/26/1993,0.746094
7/27/1993,0.765625
7/28/1993,0.75
7/29/1993,0.753906
7/30/1993,0.742188
8/2/1993,0.712891
8/3/1993,0.707031
8/4/1993,0.71875
8/5/1993,0.742188
8/6/1993,0.746094
8/9/1993,0.765625
8/10/1993,0.757813
8/11/1993,0.775391
8/12/1993,0.753906
8/13/1993,0.753906
8/16/1993,0.753906
8/17/1993,0.761719
8/18/1993,0.734375
8/19/1993,0.730469
8/20/1993,0.707031
8/23/1993,0.734375
8/24/1993,0.730469
8/25/1993,0.742188
8/26/1993,0.738281
8/27/1993,0.738281
8/30/1993,0.769531
8/31/1993,0.757813
9/1/1993,0.789063
9/2/1993,0.8125
9/3/1993,0.792969
9/7/1993,0.761719
9/8/1993,0.765625
9/9/1993,0.78125
9/10/1993,0.789063
9/13/1993,0.777344
9/14/1993,0.761719
9/15/1993,0.753906
9/16/1993,0.753906
9/17/1993,0.753906
9/20/1993,0.742188
9/21/1993,0.734375
9/22/1993,0.765625
9/23/1993,0.761719
9/24/1993,0.765625
9/27/1993,0.785156
9/28/1993,0.816406
9/29/1993,0.835938
9/30/1993,0.855469
10/1/1993,0.835938
10/4/1993,0.828125
10/5/1993,0.820313
10/6/1993,0.8125
10/7/1993,0.851563
10/8/1993,0.851563
10/11/1993,0.851563
10/12/1993,0.851563
10/13/1993,0.84375
10/14/1993,0.851563
10/15/1993,0.851563
10/18/1993,0.851563
10/19/1993,0.8125
10/20/1993,0.796875
10/21/1993,0.851563
10/22/1993,0.84375
10/25/1993,0.8125
10/26/1993,0.8125
10/27/1993,0.8125
10/28/1993,0.84375
10/29/1993,0.835938
11/1/1993,0.851563
11/2/1993,0.835938
11/3/1993,0.808594
11/4/1993,0.796875
11/5/1993,0.828125
11/8/1993,0.835938
11/9/1993,0.824219
11/10/1993,0.8125
11/11/1993,0.804688
11/12/1993,0.804688
11/15/1993,0.78125
11/16/1993,0.78125
11/17/1993,0.75
11/18/1993,0.730469
11/19/1993,0.707031
11/22/1993,0.671875
11/23/1993,0.71875
11/24/1993,0.703125
11/26/1993,0.703125
11/29/1993,0.707031
11/30/1993,0.695313
12/1/1993,0.710938
12/2/1993,0.71875
12/3/1993,0.753906
12/6/1993,0.773438
12/7/1993,0.75
12/8/1993,0.726563
12/9/1993,0.726563
12/10/1993,0.707031
12/13/1993,0.703125
12/14/1993,0.699219
12/15/1993,0.703125
12/16/1993,0.710938
12/17/1993,0.707031
12/20/1993,0.695313
12/21/1993,0.65625
12/22/1993,0.675781
12/23/1993,0.6875
12/27/1993,0.6875
12/28/1993,0.695313
12/29/1993,0.695313
12/30/1993,0.679688
12/31/1993,0.695313
1/3/1994,0.703125
1/4/1994,0.710938
1/5/1994,0.664063
1/6/1994,0.609375
1/7/1994,0.648438
1/10/1994,0.621094
1/11/1994,0.679688
1/12/1994,0.71875
1/13/1994,0.734375
1/14/1994,0.710938
1/17/1994,0.710938
1/18/1994,0.742188
1/19/1994,0.75
1/20/1994,0.75
1/21/1994,0.75
1/24/1994,0.734375
1/25/1994,0.742188
1/26/1994,0.75
1/27/1994,0.75
1/28/1994,0.734375
1/31/1994,0.75
2/1/1994,0.738281
2/2/1994,0.75
2/3/1994,0.757813
2/4/1994,0.710938
2/7/1994,0.710938
2/8/1994,0.726563
2/9/1994,0.695313
2/10/1994,0.703125
2/11/1994,0.703125
2/14/1994,0.703125
2/15/1994,0.699219
2/16/1994,0.722656
2/17/1994,0.71875
2/18/1994,0.703125
2/22/1994,0.726563
2/23/1994,0.726563
2/24/1994,0.699219
2/25/1994,0.703125
2/28/1994,0.726563
3/1/1994,0.710938
3/2/1994,0.71875
3/3/1994,0.714844
3/4/1994,0.703125
3/7/1994,0.703125
3/8/1994,0.710938
3/9/1994,0.695313
3/10/1994,0.703125
3/11/1994,0.703125
3/14/1994,0.695313
3/15/1994,0.765625
3/16/1994,0.761719
3/17/1994,0.757813
3/18/1994,0.726563
3/21/1994,0.742188
3/22/1994,0.773438
3/23/1994,0.769531
3/24/1994,0.742188
3/25/1994,0.761719
3/28/1994,0.78125
3/29/1994,0.757813
3/30/1994,0.78125
3/31/1994,0.761719
4/4/1994,0.753906
4/5/1994,0.804688
4/6/1994,0.828125
4/7/1994,0.84375
4/8/1994,0.828125
4/11/1994,0.831053
4/12/1994,0.828125
4/13/1994,0.804688
4/14/1994,0.804688
4/15/1994,0.785156
4/18/1994,0.789063
4/19/1994,0.789063
4/20/1994,0.765625
4/21/1994,0.800781
4/22/1994,0.808594
4/25/1994,0.820313
4/26/1994,0.835938
4/28/1994,0.882813
4/29/1994,0.929688
5/2/1994,0.945313
5/3/1994,0.898438
5/4/1994,0.898438
5/5/1994,0.875
5/6/1994,0.878906
5/9/1994,0.882813
5/10/1994,0.867188
5/11/1994,0.835938
5/12/1994,0.820313
5/13/1994,0.789063
5/16/1994,0.8125
5/17/1994,0.820313
5/18/1994,0.859375
5/19/1994,0.90625
5/20/1994,0.894531
5/23/1994,0.898438
5/24/1994,0.898438
5/25/1994,0.882813
5/26/1994,0.882813
5/27/1994,0.90625
5/31/1994,0.890625
6/1/1994,0.90625
6/2/1994,0.976563
6/3/1994,1
6/6/1994,0.976563
6/7/1994,0.929688
6/8/1994,0.921875
6/9/1994,0.945313
6/10/1994,0.953125
6/13/1994,0.9375
6/14/1994,0.914063
6/15/1994,0.914063
6/16/1994,0.925781
6/17/1994,0.925781
6/20/1994,0.890625
6/21/1994,0.882813
6/22/1994,0.882813
6/23/1994,0.835938
6/24/1994,0.835938
6/27/1994,0.84375
6/28/1994,0.816406
6/29/1994,0.789063
6/30/1994,0.789063
7/1/1994,0.78125
7/5/1994,0.78125
7/6/1994,0.800781
7/7/1994,0.773438
7/8/1994,0.789063
7/11/1994,0.746094
7/12/1994,0.773438
7/13/1994,0.804688
7/14/1994,0.855469
7/15/1994,0.871094
7/18/1994,0.847656
7/19/1994,0.835938
7/20/1994,0.867188
7/21/1994,0.882813
7/22/1994,0.894531
7/25/1994,0.898438
7/26/1994,0.929688
7/27/1994,0.929688
7/28/1994,0.892578
7/29/1994,0.90625
8/1/1994,0.898438
8/2/1994,0.90625
8/3/1994,0.902344
8/4/1994,0.84375
8/5/1994,0.867188
8/8/1994,0.890625
8/9/1994,0.898438
8/10/1994,0.90625
8/11/1994,0.890625
8/12/1994,0.882813
8/15/1994,0.875
8/16/1994,0.851563
8/17/1994,0.84375
8/18/1994,0.859375
8/19/1994,0.859375
8/22/1994,0.878906
8/23/1994,0.882813
8/24/1994,0.912109
8/25/1994,0.890625
8/26/1994,0.902344
8/29/1994,0.914063
8/30/1994,0.902344
8/31/1994,0.882813
9/1/1994,0.890625
9/2/1994,0.914063
9/6/1994,0.910156
9/7/1994,0.90625
9/8/1994,0.830078
9/9/1994,0.792969
9/12/1994,0.804688
9/13/1994,0.833984
9/14/1994,0.84375
9/15/1994,0.865234
9/16/1994,0.859375
9/19/1994,0.835938
9/20/1994,0.820313
9/21/1994,0.789063
9/22/1994,0.75
9/23/1994,0.728516
9/26/1994,0.726563
9/27/1994,0.75
9/28/1994,0.746094
9/29/1994,0.75
9/30/1994,0.720703
10/3/1994,0.716797
10/4/1994,0.695313
10/5/1994,0.703125
10/6/1994,0.707031
10/7/1994,0.71875
10/10/1994,0.726563
10/11/1994,0.789063
10/12/1994,0.789063
10/13/1994,0.796875
10/14/1994,0.765625
10/17/1994,0.78125
10/18/1994,0.765625
10/19/1994,0.773438
10/20/1994,0.773438
10/21/1994,0.787109
10/24/1994,0.75
10/25/1994,0.761719
10/26/1994,0.78125
10/27/1994,0.804688
10/28/1994,0.875
10/31/1994,0.847656
11/1/1994,0.841797
11/2/1994,0.875
11/3/1994,0.882813
11/4/1994,0.898438
11/7/1994,0.894531
11/8/1994,0.898438
11/9/1994,0.882813
11/10/1994,0.890625
11/11/1994,0.882813
11/14/1994,0.882813
11/15/1994,0.875
11/16/1994,0.890625
11/17/1994,0.878906
11/18/1994,0.878906
11/21/1994,0.879394
11/22/1994,0.835938
11/23/1994,0.820313
11/25/1994,0.816406
11/28/1994,0.832031
11/29/1994,0.847656
11/30/1994,0.837891
12/1/1994,0.816406
12/2/1994,0.832031
12/5/1994,0.835938
12/6/1994,0.832031
12/7/1994,0.792969
12/8/1994,0.775391
12/9/1994,0.773438
12/12/1994,0.796875
12/13/1994,0.816406
12/14/1994,0.808594
12/15/1994,0.808594
12/16/1994,0.849609
12/19/1994,0.84375
12/20/1994,0.820313
12/21/1994,0.839844
12/22/1994,0.828125
12/23/1994,0.835938
12/27/1994,0.847656
12/28/1994,0.847656
12/29/1994,0.867188
12/30/1994,0.859375
1/3/1995,0.835938
1/4/1995,0.820313
1/5/1995,0.798828
1/6/1995,0.773438
1/9/1995,0.796875
1/10/1995,0.800781
1/11/1995,0.791016
1/12/1995,0.785156
1/13/1995,0.773438
1/16/1995,0.78125
1/17/1995,0.759766
1/18/1995,0.765625
1/19/1995,0.759766
1/20/1995,0.765625
1/23/1995,0.75
1/24/1995,0.75
1/25/1995,0.742188
1/26/1995,0.744141
1/27/1995,0.757813
1/30/1995,0.75
1/31/1995,0.75
2/1/1995,0.728516
2/2/1995,0.75
2/3/1995,0.789063
2/6/1995,0.775391
2/7/1995,0.796875
2/8/1995,0.8125
2/9/1995,0.800781
2/10/1995,0.792969
2/13/1995,0.802734
2/14/1995,0.820313
2/15/1995,0.8125
2/16/1995,0.800781
2/17/1995,0.792969
2/21/1995,0.773438
2/22/1995,0.761719
2/23/1995,0.769531
2/24/1995,0.742188
2/27/1995,0.738281
2/28/1995,0.746094
3/1/1995,0.769531
3/2/1995,0.75
3/3/1995,0.765625
3/6/1995,0.765625
3/7/1995,0.753906
3/8/1995,0.765625
3/9/1995,0.78125
3/10/1995,0.789063
3/13/1995,0.767578
3/14/1995,0.759766
3/15/1995,0.765625
3/16/1995,0.796875
3/17/1995,0.796875
3/20/1995,0.789063
3/21/1995,0.753906
3/22/1995,0.722656
3/23/1995,0.722656
3/24/1995,0.707031
3/27/1995,0.714844
3/28/1995,0.732422
3/29/1995,0.734375
3/30/1995,0.738281
3/31/1995,0.75
4/3/1995,0.742188
4/4/1995,0.753906
4/5/1995,0.761719
4/6/1995,0.800781
4/7/1995,0.783203
4/10/1995,0.777344
4/11/1995,0.769531
4/12/1995,0.785156
4/13/1995,0.800781
4/17/1995,0.794922
4/18/1995,0.794922
4/19/1995,0.794922
4/20/1995,0.773438
4/21/1995,0.765625
4/24/1995,0.738281
4/25/1995,0.738281
4/26/1995,0.734375
4/27/1995,0.738281
4/28/1995,0.734375
5/1/1995,0.765625
5/2/1995,0.775391
5/3/1995,0.78125
5/4/1995,0.835938
5/5/1995,0.832031
5/8/1995,0.837891
5/9/1995,0.8125
5/10/1995,0.832031
5/11/1995,0.875
5/12/1995,0.910156
5/15/1995,0.949219
5/16/1995,0.935547
5/17/1995,0.910156
5/18/1995,0.912109
5/19/1995,0.910156
5/22/1995,0.933594
5/23/1995,0.960938
5/24/1995,0.96875
5/25/1995,0.972656
5/26/1995,0.949219
5/30/1995,0.90625
5/31/1995,0.908203
6/1/1995,0.925781
6/2/1995,0.953125
6/5/1995,0.992188
6/6/1995,0.972656
6/7/1995,1.007813
6/8/1995,1.050781
6/9/1995,1.054688
6/12/1995,1.054688
6/13/1995,1.058594
6/14/1995,1.066406
6/15/1995,1.082031
6/16/1995,1.0625
6/19/1995,1.105469
6/20/1995,1.085938
6/21/1995,1.089844
6/22/1995,1.140625
6/23/1995,1.148438
6/26/1995,1.144531
6/27/1995,1.113281
6/28/1995,1.089844
6/29/1995,1.107422
6/30/1995,1.113281
7/3/1995,1.109375
7/5/1995,1.123047
7/6/1995,1.195313
7/7/1995,1.232422
7/10/1995,1.175781
7/11/1995,1.158203
7/12/1995,1.185547
7/13/1995,1.222656
7/14/1995,1.183594
7/17/1995,1.179688
7/18/1995,1.15625
7/19/1995,1.117188
7/20/1995,1.117188
7/21/1995,1.164063
7/24/1995,1.210938
7/25/1995,1.277344
7/26/1995,1.269531
7/27/1995,1.269531
7/28/1995,1.210938
7/31/1995,1.167969
8/1/1995,1.230469
8/2/1995,1.230469
8/3/1995,1.203125
8/4/1995,1.195313
8/7/1995,1.177734
8/8/1995,1.183594
8/9/1995,1.1875
8/10/1995,1.183594
8/11/1995,1.175781
8/14/1995,1.167969
8/15/1995,1.210938
8/16/1995,1.253906
8/17/1995,1.246094
8/18/1995,1.242188
8/21/1995,1.246094
8/22/1995,1.238281
8/23/1995,1.25
8/24/1995,1.240234
8/25/1995,1.246094
8/28/1995,1.222656
8/29/1995,1.1875
8/30/1995,1.222656
8/31/1995,1.25
9/1/1995,1.232422
9/5/1995,1.253906
9/6/1995,1.28125
9/7/1995,1.308594
9/8/1995,1.316406
9/11/1995,1.347656
9/12/1995,1.332031
9/13/1995,1.355469
9/14/1995,1.359375
9/15/1995,1.3125
9/18/1995,1.3125
9/19/1995,1.347656
9/20/1995,1.355469
9/21/1995,1.3125
9/22/1995,1.328125
9/25/1995,1.304688
9/26/1995,1.34375
9/27/1995,1.316406
9/28/1995,1.320313
9/29/1995,1.183594
10/2/1995,1.175781
10/3/1995,1.125
10/4/1995,1.074219
10/5/1995,1.121094
10/6/1995,1.132813
10/9/1995,1.09375
10/10/1995,1.074219
10/11/1995,1.132813
10/12/1995,1.140625
10/13/1995,1.140625
10/16/1995,1.121094
10/17/1995,1.132813
10/18/1995,1.181641
10/19/1995,1.191406
10/20/1995,1.195313
10/23/1995,1.199219
10/24/1995,1.197266
10/25/1995,1.189453
10/26/1995,1.195313
10/27/1995,1.207031
10/30/1995,1.230469
10/31/1995,1.226563
11/1/1995,1.248047
11/2/1995,1.242188
11/3/1995,1.25
11/6/1995,1.253906
11/7/1995,1.246094
11/8/1995,1.25
11/9/1995,1.28125
11/10/1995,1.269531
11/13/1995,1.322266
11/14/1995,1.316406
11/15/1995,1.3125
11/16/1995,1.390625
11/17/1995,1.347656
11/20/1995,1.332031
11/21/1995,1.34375
